ID,PLANT_ID,Year,Month,Day,Hour,Minute,DC_POWER,AC_POWER,AMBIENT_TEMPERATURE,MODULE_TEMPERATURE,IRRADIATION,YIELD
114,Plant 1,2020,5,16,7,0,1552.407468,151.7149351,22.45271393,23.1112346,0.109037968,42.63392857
115,Plant 1,2020,5,16,7,15,1970.366071,193.1534091,22.6524518,24.24170127,0.138115452,53.78814935
116,Plant 1,2020,5,16,7,30,2474.726461,242.6741883,22.97513853,25.66848753,0.174117525,71.0633117
117,Plant 1,2020,5,16,7,45,3424.88961,336.5795455,23.38855407,27.93747607,0.243642806,94.30600649
118,Plant 1,2020,5,16,8,0,4197.211039,412.2941558,23.8905234,30.79129613,0.298052989,110.2045455
119,Plant 1,2020,5,16,8,15,4783.42289,469.1382305,24.42785433,33.0092104,0.338650411,129.2150974
120,Plant 1,2020,5,16,8,30,5934.526786,581.5097403,25.16689847,36.6061888,0.427548953,154.5284091
121,Plant 1,2020,5,16,8,45,6476.68263,634.4580357,25.75717567,38.89201073,0.470081485,160.0438312
122,Plant 1,2020,5,16,9,0,6407.104708,627.6648539,25.99942227,38.70590013,0.461185769,146.2775974
123,Plant 1,2020,5,16,9,15,5800.233766,568.4112013,26.29700733,39.34378447,0.41958991,143.9074675
124,Plant 1,2020,5,16,9,30,5899.064123,578.0513799,26.59366867,39.87995233,0.420493884,157.8206169
125,Plant 1,2020,5,16,9,45,7324.919643,717.1883117,27.03096947,41.82566533,0.540593679,193.1103895
126,Plant 1,2020,5,16,10,0,7346.370942,719.2301136,27.61135453,46.07265193,0.491453022,161.137987
127,Plant 1,2020,5,16,10,15,7135.819805,698.6644481,27.93121329,44.468571,0.469728831,208.1168831
128,Plant 1,2020,5,16,10,30,9403.322241,919.6238636,28.2829874,48.962665,0.654436842,218.2394481
129,Plant 1,2020,5,16,10,45,8322.519481,814.3025974,28.78232633,50.154118,0.595521375,196.6663961
130,Plant 1,2020,5,16,11,0,8061.107955,788.8946429,29.1554974,49.15606887,0.575263897,195.1607143
131,Plant 1,2020,5,16,11,15,7606.743507,744.6465909,29.3643758,48.12385467,0.542374875,182.8839286
132,Plant 1,2020,5,16,11,30,7165.221591,701.5830357,29.6892496,46.51825533,0.493430553,185.950487
133,Plant 1,2020,5,16,11,45,8862.228084,866.9649351,29.8473918,47.0438902,0.62278731,220.5422078
134,Plant 1,2020,5,16,12,0,9018.992695,882.244724,30.08986207,50.09181933,0.662004302,210.1063312
135,Plant 1,2020,5,16,12,15,7497.198052,733.950974,30.37689871,48.67528186,0.540425129,212.2824676
136,Plant 1,2020,5,16,12,30,10394.43425,1015.957792,30.8864686,50.44957047,0.76711941,264.6152597
137,Plant 1,2020,5,16,12,45,11154.7362,1088.891558,31.2210448,54.23274553,0.812240641,246.6112012
138,Plant 1,2020,5,16,13,0,8699.341721,850.973539,31.31397713,52.8518024,0.636164586,238.3831169
139,Plant 1,2020,5,16,13,15,10626.50812,1038.349188,31.66299653,52.0534832,0.733243599,231.9780844
140,Plant 1,2020,5,16,13,30,8436.219967,825.3967532,31.61725667,49.747872,0.583864739,185.8011364
141,Plant 1,2020,5,16,13,45,7061.811688,691.4637987,31.3661072,47.2997298,0.502392484,167.3896104
142,Plant 1,2020,5,16,14,0,6286.546266,615.863474,31.42362873,46.57489593,0.435684946,176.3603896
143,Plant 1,2020,5,16,14,15,8538.385552,835.4613636,31.98976833,47.82889013,0.595977137,206.3173702
144,Plant 1,2020,5,16,14,30,7449.915584,729.3870942,32.24326421,48.35548621,0.534500986,177.5405843
145,Plant 1,2020,5,16,14,45,7294.94237,714.2929383,32.3501976,46.20359727,0.514964407,173.9756494
146,Plant 1,2020,5,16,15,0,7170.956981,702.2090097,32.43687973,45.77020907,0.503626383,165.0251623
147,Plant 1,2020,5,16,15,15,5935.646104,581.6065747,32.52414947,45.84053753,0.419735824,133.3400974
148,Plant 1,2020,5,16,15,30,5062.131494,496.3133117,32.3280254,43.17009267,0.349962358,108.3758117
149,Plant 1,2020,5,16,15,45,3857.975649,379.1113636,32.10339147,39.81443887,0.261408532,88.22077927
150,Plant 1,2020,5,16,16,0,3376.76461,331.961039,32.02910173,37.712012,0.227681253,76.14610386
151,Plant 1,2020,5,16,16,15,2849.657467,279.5684253,31.9597596,36.30115747,0.191869824,67.79870132
152,Plant 1,2020,5,16,16,30,2599.653409,254.9434253,31.90710457,35.77269607,0.175596984,58.51298686
153,Plant 1,2020,5,16,16,45,2213.988636,217.0709416,31.88745533,34.78123607,0.150128168,51.97483777
154,Plant 1,2020,5,16,17,0,1966.207792,192.7408279,31.74708247,33.73915807,0.133743208,43.85389609
155,Plant 1,2020,5,16,17,15,1602.280033,156.7305195,31.54080187,32.7458964,0.109053603,34.23133123
156,Plant 1,2020,5,16,17,30,1176.444805,114.3979708,31.30016687,31.59976787,0.079587311,23.54707791
157,Plant 1,2020,5,16,17,45,751.5413961,72.86826299,31.0485982,30.12416173,0.050450764,13.83035709
158,Plant 1,2020,5,16,18,0,392.1063312,37.9012987,30.31168413,28.36227433,0.026212863,6.280844091
159,Plant 1,2020,5,16,18,15,125.9212662,12.15113636,29.54822573,26.94033807,0.008812281,0.970779318
160,Plant 1,2020,5,16,18,30,0,0,28.97306333,25.9079486,0.00035945,0
161,Plant 1,2020,5,16,18,45,0,0,28.6859842,25.50321853,0,0
162,Plant 1,2020,5,16,19,0,0,0,28.31019579,25.37907214,0,0
163,Plant 1,2020,5,16,19,15,0,0,27.9578898,25.1996236,0,0
164,Plant 1,2020,5,16,19,30,0,0,27.57085773,25.1651774,0,0
165,Plant 1,2020,5,16,19,45,0,0,27.256431,24.9509702,0,0
166,Plant 1,2020,5,16,20,0,0,0,26.9411986,24.4972452,0,0
167,Plant 1,2020,5,16,20,15,0,0,26.70199373,24.07971407,0,0
168,Plant 1,2020,5,16,20,30,0,0,26.483793,23.82730513,0,0
169,Plant 1,2020,5,16,20,45,0,0,26.31202486,23.62220114,0,0
170,Plant 1,2020,5,16,21,0,0,0,26.0082478,23.32152507,0,0
171,Plant 1,2020,5,16,21,15,0,0,25.61655473,22.952588,0,0
172,Plant 1,2020,5,16,21,30,0,0,25.28644193,22.64899693,0,0
173,Plant 1,2020,5,16,21,45,0,0,25.1239094,22.43270273,0,0
174,Plant 1,2020,5,16,22,0,0,0,25.0534728,22.2860412,0,0
175,Plant 1,2020,5,16,22,15,0,0,24.8400106,22.0829142,0,0
176,Plant 1,2020,5,16,22,30,0,0,24.61206653,21.97715853,0,0
177,Plant 1,2020,5,16,22,45,0,0,24.49298086,22.05269729,0,0
178,Plant 1,2020,5,16,23,0,0,0,24.46162507,22.18635247,0,0
179,Plant 1,2020,5,16,23,15,0,0,24.39256807,22.2029236,0,0
180,Plant 1,2020,5,16,23,30,0,0,24.3780212,22.11262207,0,-515.2272727
181,Plant 1,2020,5,16,23,45,0,0,24.2493468,21.81421107,0,-5721.409091
182,Plant 1,2020,5,17,0,0,0,0,24.17016593,21.63149,0,-223.0909091
183,Plant 1,2020,5,17,0,15,0,0,24.01153147,21.6482788,0,0
184,Plant 1,2020,5,17,0,30,0,0,23.8949484,21.48822633,0,0
185,Plant 1,2020,5,17,0,45,0,0,23.936809,21.51564464,0,0
186,Plant 1,2020,5,17,1,0,0,0,23.87931507,21.53955707,0,0
187,Plant 1,2020,5,17,1,15,0,0,23.75795087,21.39526567,0,0
188,Plant 1,2020,5,17,1,30,0,0,23.73213194,21.87146944,0,0
189,Plant 1,2020,5,17,1,45,0,0,23.72653607,21.64628907,0,0
190,Plant 1,2020,5,17,2,0,0,0,23.5248778,21.33722527,0,0
191,Plant 1,2020,5,17,2,15,0,0,23.45815413,21.35768833,0,0
192,Plant 1,2020,5,17,2,30,0,0,23.3887412,21.38264987,0,0
193,Plant 1,2020,5,17,2,45,0,0,23.26528493,21.25517264,0,0
194,Plant 1,2020,5,17,3,0,0,0,23.3172954,21.50079127,0,0
195,Plant 1,2020,5,17,3,15,0,0,23.2138916,21.4639018,0,0
196,Plant 1,2020,5,17,3,30,0,0,22.9518738,20.87708947,0,0
197,Plant 1,2020,5,17,3,45,0,0,22.941931,20.8091066,0,0
198,Plant 1,2020,5,17,4,0,0,0,22.86391193,20.7552002,0,0
199,Plant 1,2020,5,17,4,15,0,0,22.82215787,20.88553047,0,0
200,Plant 1,2020,5,17,4,30,0,0,22.8671814,21.15483607,0,0
201,Plant 1,2020,5,17,4,45,0,0,22.74696047,21.0750916,0,0
202,Plant 1,2020,5,17,5,0,0,0,22.56799927,20.84764007,0,0
203,Plant 1,2020,5,17,5,15,0,0,22.57251407,20.91312521,0,0
204,Plant 1,2020,5,17,5,30,0,0,22.5491474,21.07022893,0,0
205,Plant 1,2020,5,17,5,45,0,0,22.5879394,21.22639153,0.000333455,0.005681818
206,Plant 1,2020,5,17,6,0,1.539772727,0.148295455,22.69311313,21.41633907,0.004784626,1.091720779
207,Plant 1,2020,5,17,6,15,122.1055195,11.77987013,22.79481627,21.68954673,0.012349708,6.443181818
208,Plant 1,2020,5,17,6,30,452.8344156,43.79155844,22.68567307,21.89033827,0.034180881,15.37337662
209,Plant 1,2020,5,17,6,45,881.737013,85.59293831,22.94856573,22.59763193,0.067904608,27.85227273
210,Plant 1,2020,5,17,7,0,1413.137987,137.9211039,23.29249893,23.8324564,0.106996056,47.15422078
211,Plant 1,2020,5,17,7,15,2454.898539,240.7471591,23.61099233,25.83404733,0.196433397,60.41314935
212,Plant 1,2020,5,17,7,30,2849.270292,279.7599838,23.90845814,27.4991695,0.221922492,87.77922077
213,Plant 1,2020,5,17,7,45,4290.577922,421.1623377,24.33187667,30.97835493,0.322464755,121.0154221
214,Plant 1,2020,5,17,8,0,5066.830357,496.8090098,25.0617614,34.63271467,0.378702412,123.5381494
215,Plant 1,2020,5,17,8,15,5163.099026,506.1497565,25.64680373,37.81797673,0.383550269,126.6542208
216,Plant 1,2020,5,17,8,30,5591.540584,548.0823052,26.14622593,40.32618213,0.416975347,158.375
217,Plant 1,2020,5,17,8,45,7490.961851,733.4054383,27.0309326,44.45619293,0.561811632,193.7483766
218,Plant 1,2020,5,17,9,0,7705.835227,754.3619318,27.683191,48.176432,0.576084459,160.4212662
219,Plant 1,2020,5,17,9,15,6493.112825,635.9616071,27.98594029,45.11740971,0.441706429,195.3912338
220,Plant 1,2020,5,17,9,30,8345.037338,816.6050325,28.59910273,46.90497853,0.626964662,221.9261363
221,Plant 1,2020,5,17,9,45,10331.79951,1009.919562,29.23562,49.9406148,0.772358071,257.6558442
222,Plant 1,2020,5,17,10,0,9834.280032,961.3631494,30.09131267,52.08946933,0.753537445,228.7922078
223,Plant 1,2020,5,17,10,15,9696.743507,948.2525974,30.02618813,48.93250113,0.717545169,246.2597403
224,Plant 1,2020,5,17,10,30,10234.56575,999.5868507,30.15890107,50.7184002,0.685881602,272.049513
225,Plant 1,2020,5,17,10,45,11477.60552,1119.746753,31.06742553,55.4462772,0.855109075,259.6339285
226,Plant 1,2020,5,17,11,0,11050.21753,1078.158279,31.16485807,55.28936173,0.812389053,295.3336039
227,Plant 1,2020,5,17,11,15,12601.99757,1228.846916,31.53113,60.20856953,0.997903636,311.6363637
228,Plant 1,2020,5,17,11,30,12219.94643,1192.002841,32.31780807,63.14558157,0.97745754,276.912067
229,Plant 1,2020,5,17,11,45,10746.39367,1048.84007,32.5278644,61.8019916,0.869908956,216.1788421
230,Plant 1,2020,5,17,12,0,8163.69724,798.6218344,32.49596767,56.10107627,0.635450962,228.0081168
231,Plant 1,2020,5,17,12,15,10569.36769,1032.18401,32.98554907,55.0942282,0.783589389,234.2183442
232,Plant 1,2020,5,17,12,30,8347.828734,815.9969967,33.10833713,56.4158632,0.669670513,218.8928571
233,Plant 1,2020,5,17,12,45,10475.9026,1022.628084,33.6491878,56.55667753,0.837124353,227.4050325
234,Plant 1,2020,5,17,13,0,5873.676948,575.3819805,33.88692627,53.80755813,0.422498875,113.1266235
235,Plant 1,2020,5,17,13,15,6453.468344,631.3867695,33.05344033,43.3909484,0.451771234,240.6720778
236,Plant 1,2020,5,17,13,30,10238.91315,999.6965097,33.727413,54.2896504,0.742889743,207.6387987
237,Plant 1,2020,5,17,13,45,8495.29789,830.3125,34.05229864,52.02791714,0.625084994,243.2280845
238,Plant 1,2020,5,17,14,0,8882.966721,867.907224,34.48483913,55.32990507,0.697772575,155.2394481
239,Plant 1,2020,5,17,14,15,5776.753247,565.9157468,34.30416453,47.85390453,0.431178431,125.7662338
240,Plant 1,2020,5,17,14,30,3975.769481,390.005763,34.02411533,44.90596927,0.315089903,153.898539
241,Plant 1,2020,5,17,14,45,9535.489448,932.1926948,34.14708273,47.63582767,0.659827118,248.0892857
242,Plant 1,2020,5,17,15,0,9263.620941,906.0277597,35.10977173,54.05481967,0.683636201,196.6728896
243,Plant 1,2020,5,17,15,15,7155.79789,700.6484578,35.25248613,49.98867167,0.510241673,190.1720779
244,Plant 1,2020,5,17,15,30,7921.36039,775.1569805,34.98165257,49.41860521,0.590900486,138.0625
245,Plant 1,2020,5,17,15,45,4205.392045,412.7323052,34.6127872,43.38971593,0.289312882,137.8514612
246,Plant 1,2020,5,17,16,0,6369.599026,623.8436688,34.737508,44.04532647,0.453365883,126.8127706
247,Plant 1,2020,5,17,16,15,4677.661255,458.8495401,31.03193886,39.52693836,0.338433116,107.7805735
248,Plant 1,2020,5,17,16,30,4232.73539,415.2793019,29.56562293,36.2766234,0.291312887,99.474026
249,Plant 1,2020,5,17,16,45,3722.830357,365.6981331,29.36376953,35.6045024,0.257869254,69.71428568
250,Plant 1,2020,5,17,17,0,2037.991071,199.8004058,28.75074867,32.94330453,0.14100155,44.30681818
251,Plant 1,2020,5,17,17,15,1669.106331,163.5286526,28.2966472,30.6336732,0.117034171,37.41477282
252,Plant 1,2020,5,17,17,30,1370.217533,133.3646916,27.60173907,29.47836743,0.094512842,28.29707782
253,Plant 1,2020,5,17,17,45,874.4691558,84.87922078,26.7289,27.917517,0.061722936,14.03409095
254,Plant 1,2020,5,17,18,0,317.4212662,30.67183442,26.35418707,26.4137554,0.023625548,5.116883091
255,Plant 1,2020,5,17,18,15,130.8952922,12.62946429,26.1361226,25.3737672,0.010367788,1.289772773
256,Plant 1,2020,5,17,18,30,0,0,26.14108673,25.04768067,0.00083712,0
257,Plant 1,2020,5,17,18,45,0,0,25.9966144,24.61709587,0,0
258,Plant 1,2020,5,17,19,0,0,0,25.8602378,24.0412028,0,0
259,Plant 1,2020,5,17,19,15,0,0,25.98387433,24.02473347,0,0
260,Plant 1,2020,5,17,19,30,0,0,25.90812167,24.07766727,0,0
261,Plant 1,2020,5,17,19,45,0,0,25.81638657,24.16028707,0,0
262,Plant 1,2020,5,17,20,0,0,0,25.67117727,24.32260127,0,0
263,Plant 1,2020,5,17,20,15,0,0,25.50143227,23.83279847,0,0
264,Plant 1,2020,5,17,20,30,0,0,25.29024047,23.78933507,0,0
265,Plant 1,2020,5,17,20,45,0,0,25.28608,24.1300782,0,0
266,Plant 1,2020,5,17,21,0,0,0,25.3820984,24.566923,0,0
267,Plant 1,2020,5,17,21,15,0,0,22.50401007,21.09329027,0,0
268,Plant 1,2020,5,17,21,30,0,0,21.50778593,20.427958,0,0
269,Plant 1,2020,5,17,21,45,0,0,21.29480636,20.37712093,0,0
270,Plant 1,2020,5,17,22,0,0,0,21.23754673,20.449766,0,0
271,Plant 1,2020,5,17,22,15,0,0,21.26081347,20.511558,0,0
272,Plant 1,2020,5,17,22,30,0,0,21.314433,20.63365873,0,0
273,Plant 1,2020,5,17,22,45,0,0,21.31589153,20.69088327,0,0
274,Plant 1,2020,5,17,23,0,0,0,21.2205322,20.5905884,0,0
275,Plant 1,2020,5,17,23,15,0,0,21.21657507,20.6353922,0,0
276,Plant 1,2020,5,17,23,30,0,0,21.273112,20.63249327,0,-459.1233766
277,Plant 1,2020,5,17,23,45,0,0,21.20941829,20.56311471,0,-6787.410714
278,Plant 1,2020,5,18,0,0,0,0,21.1556906,20.59939973,0,-258.2840909
279,Plant 1,2020,5,18,0,15,0,0,21.0414368,20.47596227,0,0
280,Plant 1,2020,5,18,0,30,0,0,21.14206753,20.531305,0,0
281,Plant 1,2020,5,18,0,45,0,0,21.13725773,20.53331707,0,0
282,Plant 1,2020,5,18,1,0,0,0,21.07079267,20.48064787,0,0
283,Plant 1,2020,5,18,1,15,0,0,20.98966467,20.38562407,0,0
284,Plant 1,2020,5,18,1,30,0,0,20.983842,20.376831,0,0
285,Plant 1,2020,5,18,1,45,0,0,21.02700587,20.3931762,0,0
286,Plant 1,2020,5,18,2,0,0,0,20.96934314,20.333884,0,0
287,Plant 1,2020,5,18,2,15,0,0,21.00723073,20.224764,0,0
288,Plant 1,2020,5,18,2,30,0,0,21.13065793,20.224632,0,0
289,Plant 1,2020,5,18,2,45,0,0,21.2112,20.25803233,0,0
290,Plant 1,2020,5,18,3,0,0,0,21.25834353,20.34683027,0,0
291,Plant 1,2020,5,18,3,15,0,0,21.35109453,20.8456686,0,0
292,Plant 1,2020,5,18,3,30,0,0,21.37037567,21.00739133,0,0
